							
1924	2				5.7	2.7	57.2
1924	3				4.9	0.9	39.9
1924	4				8.2	2.6	26.2
1924	5				9.4	5.1	58.4
1924	6				12.1	7.4	36.6
1924	7				14.8	9.6	97.8
1924	8				14.8	10.3	58.4
1924	9				13.2	8.1	103.1
1924	1				11.1	6.9	59.7
1924	11				9.2	6.2	37.8
1924	12				8.2	5.1	37.6
1925	1				6.6	3.7	39.6
1925	2				5.7	1.7	77.2
1925	3				6.7	1.7	58.7
1925	4				8.2	3.1	41.9
1925	5				10.4	6.5	53.6
1925	6				13.7	8.3	34.5
1925	7				15.4	10.8	77.5
1925	8				14.1	9.5	47
1925	9				11.5	7.4	47
1925	1				10.4	6.7	73.9
1925	11				6.7	2.5	47.5
1925	12				4.1	0.2	65.8
1926	1				6.3	3.6	56.4
1926	2				6.7	3.3	53.3
1926	3				7.6	3.1	70.6
1926	4				9.2	5	68.8
1926	5				9.8	5	48
1926	6				11.9	8.2	39.1
1926	7				14.9	10.1	39.6
1926	8				15.1	10.3	51.3
1926	9				13.4	8.4	76.2
1926	1				8.7	3.6	158.5
1926	11				7.9	3.7	62.2
1926	12				6.7	2.8	89.7
1927	1				6.2	1.9	62.5
1927	2				6.8	2.9	50.3
1927	3				8.2	3.9	40.9
1927	4				8	2.1	106.9
1927	5				8.9	4.3	52.6
1927	6				11.3	6.1	73.4
1927	7				14.4	10.1	32.5
1927	8				14.6	10.3	50.8
1927	9				12.1	7.6	83.3
1927	1				10.7	5.8	101.6
1927	11				7.6	3.8	92.2
1927	12				5.3	2.1	22.4
1928	1				5.7	2	119.4
1928	2				6.6	2.2	42.9
1928	3				6.2	3.4	42.9
1928	4				8.1	4.2	40.6
1928	5				9.4	6	36.6
1928	6				11.2	6.3	81
1928	7				13.8	9.4	55.1
1928	8				13.1	9.6	53.1
1928	9				12.8	7.9	60.7
1928	1				11.1	6.6	64.5
1928	11				8.6	4.5	116.3
1928	12				6.2	3.3	88.1
1929	1				4.8	0.9	32.5
1929	2				4.3	1.4	35.6
1929	3				9.1	3.5	22.4
1929	4				6.6	1.9	42.9
1929	5				10.9	5.8	49.3
1929	6				12	7.4	96.8
1929	7				14.4	9	33.3
1929	8				14.3	9.4	121.7
1929	9				14.4	9.2	89.4
1929	1				10.2	5.3	112
1929	11				7.9	4.3	81.3
1929	12				6.5	3.8	142.5
1930	1				5.9	2.6	51.1
1930	2				5.3	1.1	31
1930	3				5.4	0.7	40.6
1930	4				8.2	4.4	53.8
1930	5				9.8	5.6	38.4
1930	6				14.1	8.5	81
1930	7				14.4	9.9	34.5
1930	8				14.9	10.7	141.5
1930	9				13.5	9.8	98.3
1930	1				10.4	7	92.5
1930	11				6.9	2.8	97.8
1930	12				7.2	3	51.8
1931	1				5.5	0.6	79.5
1931	2				5.2	0.2	73.8
1931	3				4.7	-0.5	29.7
1931	4				8.3	2.9	46.2
1931	5				10.6	6	124.6
1931	6				12	7.1	72.8
1931	7				14.2	10.1	74.5
1931	8				13.2	---	27.1
1931	9				12.8	7.7	23.8
1931	1				10.9	4.8	74.4
1931	11				9.7	6.1	67
1931	12				8.2	3.1	71.1
1932	1				8.2	2.6	86.5
1932	2				7.6	3	13.8
1932	3				6.6	1.9	52
1932	4				7.6	1.6	75.4
1932	5				10.1	5.5	35.5
1932	6				12.6	7.8	16.6
1932	7				15.5	9.9	76.3
1932	8				15.6	10.4	69
1932	9				13.5	7.4	97.1
1932	1				9.8	4.6	125.3
1932	11				8.4	3	74.3
1932	12				7.7	2.9	51.1
1933	1				5.7	0.8	44.6
1933	2				5.3	0.5	86.8
1933	3				8.5	3.4	47.4
1933	4				9.2	3.9	34.4
1933	5				10.3	5.7	18.4
1933	6				14.8	8.7	37.2
1933	7				17.3	11.5	56.2
1933	8				17	10.7	65.4
1933	9				14.6	8.3	29.8
1933	1				11.4	5.9	98.8
1933	11				8.8	4.2	74.7
1933	12				7.3	2.9	27.8
1934	1				7.2	2.5	46.7
1934	2				---	2.1	41.1
1934	3				7.1	0.8	53.3
1934	4				8	2.8	134.4
1934	5				11.9	4.6	44.6
1934	6				13.3	7.9	26.9
1934	7				16	10.5	58.4
1934	8				15.8	10.3	103.9
1934	9				14.8	8.9	58.5
1934	1				11.5	5	124.2
1934	11				8.6	2.6	51
1934	12				8.8	5.7	63.6
1935	1				7.4	3	90.7
1935	2				6.4	0.6	65.3
1935	3				8.5	3.2	48.9
1935	4				8.3	3	72.7
1935	5				9.9	4.8	14.1
1935	6				12.9	8	23.3
1935	7				16.3	9.3	66.2
1935	8				16	10.4	74.4
1935	9				13.8	8	104
1935	1				10.4	4.2	115.9
1935	11				8.8	4.2	115.9
1935	12				5.7	0.4	78.2
1936	1				5	0	103.1
1936	2				5.2	0.4	37.7
1936	3				7.1	2.5	34.9
1936	4				8.3	1.8	32.5
1936	5				10.2	5.8	49.7
1936	6				13.7	7.3	28.1
1936	7				15.4	10.5	121.2
1936	8				16.1	10.5	64.2
1936	9				13.8	9.3	69.6
1936	1				11.4	4.8	88
1936	11				8.9	2.9	67.2
1936	12				7.3	1.8	83.1
1937	1				6.6	2.5	99.1
1937	2				5.3	0.6	88.1
1937	3				4.7	-0.2	49.8
1937	4				8.7	3.9	29.1
1937	5				11.4	6.4	17.5
1937	6				13.8	8	70.4
1937	7				15.2	10.6	49.7
1937	8				15.4	9.9	78.5
1937	9				14.3	7.6	44.4
1937	1				12.2	6.5	63.8
1937	11				8.3	3.5	37.2
1937	12				6.1	1	56
1938	1				7.2	2.3	89.9
1938	2				7.2	1.9	52
1938	3				11	4.3	53.7
1938	4				10	3.4	39.6
1938	5				10.9	5.3	66.4
1938	6				13.4	7.9	89.2
1938	7				15	9.7	87.9
1938	8				15.6	9.3	60.3
1938	9				14.3	8.4	74.5
1938	1				11.9	6.3	113.1
1938	11				9.3	4.3	71.2
1938	12				6.9	2.5	49.9
1939	1				5.4	-0.4	93.6
1939	2				7.8	2.9	31.8
1939	3				7.5	2.6	49.5
1939	4				9	3.4	25.2
1939	5				11.4	6.7	19.9
1939	6				14.5	8.2	31.2
1939	7				14.2	9.7	118.3
1939	8				15.4	10.6	40.3
1939	9				14.6	9.4	40.5
1939	1				10.5	5.1	39.7
1939	11				9.4	4.3	104.5
1939	12				6.7	2.6	85
1940	1				4.3	-1.1	36.3
1940	2				5.1	0.9	18
1940	3				6.8	0.7	45.1
1940	4				8.2	3.5	74.1
1940	5				11.9	7	44.3
1940	6				15.1	8.9	25.4
1940	7				14.1	9.9	114.6
1940	8				15.2	8.6	64.3
1940	9				13.4	7.1	57.7
1940	1				11.1	6.7	57.3
1940	11				8.8	3.3	99.2
1940	12				6.8	2	49.6
1941	1				3.9	-0.6	29.8
1941	2				4.6	-0.4	69
1941	3				5.7	0.3	38.3
1941	4				7	2.3	36.7
1941	5				9.4	4.2	23.1
1941	6				13.6	7.8	12.8
1941	7				15.5	9.9	50.4
1941	8				15	9.6	104.8
1941	9				15.2	9.8	39.5
1941	1				11.8	5.2	88.2
1941	11				9	4.6	81.6
1941	12				7.7	2.7	52.6
1942	1				4.5	0	111
1942	2				4.7	-0.6	58.1
1942	3				5.9	1.1	31.1
1942	4				9.5	3.4	24.5
1942	5				11.3	4.3	49.8
1942	6				13.5	7	24.8
1942	7				15.9	9	98.1
1942	8				15.5	10.2	43.5
1942	9				14.4	7.4	81.7
1942	1				11	5.1	109.1
1942	11				8.6	3.2	34.4
1942	12				7.9	3	91.3
1943	1				6.4	1.8	58.9
1943	2				8.7	2.2	83.1
1943	3				9.1	3	26.8
1943	4				11.3	4.2	63.5
1943	5				11.8	5.3	56.4
1943	6				14.4	8.1	44.7
1943	7				15.4	8.9	89
1943	8				14.9	8.2	84.7
1943	9				14.2	8	90
1943	1				12.9	7.6	43.1
1943	11				8.1	3.2	103.8
1943	12				7.2	2.3	51.6
1944	1				7.1	1.5	92.9
1944	2				6.6	1	50.6
1944	3				7.2	1.1	67.9
1944	4				10.1	4.5	51.9
1944	5				11.3	5.9	60.9
1944	6				13.3	7.7	75
1944	7				14.7	10.4	34.8
1944	8				16.8	10.2	40.2
1944	9				13.6	7	77.9
1944	1				11.2	5.5	76.1
1944	11				6.9	1.7	107.4
1944	12				6.2	1.4	79.5
1945	1				3.7	-2.5	93.1
1945	2				8.1	2.3	48.9
1945	3				10.4	4.4	29.2
1945	4				10.7	4.1	44.7
1945	5				11.5	5.8	64.3
1945	6				14.5	8.2	72.9
1945	7				16.7	10.9	73.9
1945	8				16.1	9.5	59.3
1945	9				15.2	8.4	63.5
1945	1				13.2	7.3	95.1
1945	11				10.3	6	31.7
1945	12				8.1	2.5	137.4
1946	1				6.5	1.6	34.1
1946	2				6.4	0.4	82.8
1946	3				8	1.9	40.8
1946	4				11.4	3.6	31.6
1946	5				11.5	5	35.6
1946	6				14.7	7.4	69.3
1946	7				16.6	10.5	87.8
1946	8				16.1	8.7	50.4
1946	9				15	8.8	54.7
1946	1				11.3	6.1	9.7
1946	11				9.3	3.9	107
1946	12				6.9	1.3	48.2
1947	1				5.9	1.6	75.1
1947	2				2.2	-2.9	36.4
1947	3				8	-2.5	43.9
1947	4				11.4	2.9	46
1947	5				11.5	6.1	31.4
1947	6				14.7	8	64.4
1947	7				16.6	10	22.4
1947	8				18.3	11	1.4
1947	9				15	8.3	98.9
1947	1				12.5	7.4	41.1
1947	11				7.6	2.3	128.3
1947	12				7.1	2.3	89.7
1948	1	8.9	3.3	85	5.2	0.6	100.3
1948	2	7.9	2.2	26	6.4	1.8	58.2
1948	3	14.2	3.8	14	10.4	3.4	27.2
1948	4	15.4	5.1	35	10.2	3.5	41.2
1948	5	18.1	6.9	57	11.6	4.5	42.8
1948	6	19.1	10.3	67	13.8	8.1	72.9
1948	7	21.7	12	21	15.5	9.5	44.1
1948	8	20.8	11.7	67	14.2	9.9	74.6
1948	9	19.6	10.2	35	14.4	8	78.7
1948	1	14.9	6	50	10.6	4.7	110
1948	11	10.8	4.6	44	9.8	3.9	55.8
1948	12	8.8	3.8	63	8	4.1	75.7
1949	1	8.5	1.8	23	7.2	1.1	101.4
1949	2	10.4	0.6	27	8.1	1.4	53.1
1949	3	9.3	1.2	26.1	6.8	1.5	88.5
1949	4	16.2	6	34.2	11.4	3.6	44.4
1949	5	17.1	6.8	56.9	12.2	5.5	50.3
1949	6	22	10.5	9	14.5	6.4	35.5
1949	7	25.1	12.9	46.5	16.6	9.5	17.4
1949	8	23.9	12.5	26.3	15.9	10.2	100
1949	9	22.8	13.3	23.3	15.3	10.1	60.4
1949	1	17	8.6	139.6	12.8	7.4	29.3
1949	11	10.2	2.9	53.4	9.6	3.9	72.2
1949	12	9.2	2.9	33	6.4	0.9	98.9
1950	1	7.1	1.7	16.8	7	2.8	88
1950	2	9.9	2.4	82.2	6	-0.1	48.2
1950	3	12.3	3.5	17.4	9.2	3.3	66.3
1950	4	12.9	4.2	54.8	9.1	2.2	62
1950	5	17.2	7.6	41.8	11.7	5	18.4
1950	6	23.6	12.3	44.6	15.9	8.4	49.7
1950	7	21.6	12.9	91.8	15.8	10.2	90.3
1950	8	21.9	12.1	68.8	16.6	10.9	87.3
1950	9	17.6	10.2	63.3	13.8	8	122.2
1950	1	14	6.1	10.9	11.8	6	44.4
1950	11	9.3	3.3	108.2	7.1	2.1	104.3
1950	12	3.8	-1	40.2	3.8	-1.1	115.7
1951	1	7.3	1.5	71.3	5	1	66.4
1951	2	7	0.8	121.4	5.6	0.6	88.1
1951	3	8.4	1.7	86	6	0.6	92.7
1951	4	12.3	3	60.6	7.9	1.3	62.3
1951	5	15	7	53	10.1	4.7	11.6
1951	6	20.5	10	26.9	13.1	6.7	21.2
1951	7	23	12.9	33.8	16	10	94.2
1951	8	20.2	12.3	95.5	15.4	9.7	75.4
1951	9	19.2	11.3	66.3	14.6	9.3	36.6
1951	1	14.6	6	23.5	12.6	7.9	48.6
1951	11	11.8	6.2	132.6	9.4	4.5	129.6
1951	12	8.9	3.1	36.9	6.7	1.8	61.9
1952	1	6.2	0.4	47	3.9	-1.6	93.3
1952	2	6.7	-0.3	16.1	5.7	0	61.8
1952	3	10.6	3.8	65.3	7.6	2.6	71.2
1952	4	15.6	5.8	39.9	10.9	4.5	12.4
1952	5	19.6	9.4	57.1	12	7	46
1952	6	20.9	10.9	30	13.6	6.9	74.2
1952	7	23.3	13.4	12.2	15.7	9.3	40.7
1952	8	21.6	13.3	63.5	15.1	9.9	88.4
1952	9	16.4	7.6	70.8	11.9	6	62.1
1952	1	13.2	5.7	69.8	10.3	5.4	88.6
1952	11	7.5	1.6	79.4	6.2	0.7	90.6
1952	12	5.8	-0.2	66	5.5	0.6	92
1953	1	5.6	0.6	21.2	7	2.4	71.2
1953	2	7.5	1	31.4	7.5	2	39.6
1953	3	11.1	1	8.5	9.4	2.4	32.1
1953	4	13.1	4.3	53.7	8.5	1.7	54.4
1953	5	18.7	8.9	32.4	12.3	6.1	65
1953	6	19.8	10.8	34.8	13.9	8.8	41.7
1953	7	21	12.1	75.3	15.1	9.8	104.6
1953	8	22.6	12.6	39	16.4	9.7	73.1
1953	9	19.5	9.8	47.4	15.2	10.1	53.1
1953	1	14.7	7.1	65.7	12.4	7.8	29.8
1953	11	11.3	5.2	28.6	9.9	4.7	62.8
1953	12	10	5.1	13.3	8.1	3.7	58.5
1954	1	5.9	0.3	23.5	5.8	1.5	47.2
1954	2	6.1	0.4	51.5	5.1	0.6	47.8
1954	3	10.4	3	51.3	7	2.2	53.9
1954	4	13.2	2.8	8.9	10.2	3.1	28
1954	5	16.8	7.6	52.6	11.5	5.8	69.4
1954	6	18.6	10.7	95.3	13.5	8.1	86.7
1954	7	19.2	11.7	62.1	15	9.2	78.9
1954	8	19.8	11.5	87.5	15	9.5	59.7
1954	9	18	9.6	58.1	13.3	6.8	69.6
1954	1	16.2	8.9	54.1	11.7	5.6	143.9
1954	11	11.2	3.6	95.5	8.4	3.2	113.6
1954	12	9.7	3.4	46.6	7.4	2.3	139.4
1955	1	5.6	0.4	50.2	4.3	-0.5	94.1
1955	2	5	-0.8	35	3.1	-2.4	79.4
1955	3	7.9	0.2	22.8	6.2	0.6	41.6
1955	4	15.2	5.1	7.2	11.3	4.1	33.5
1955	5	15.5	6.4	103.2	10.2	3.5	64.9
1955	6	20	11.1	52.1	13.8	7.1	14.5
1955	7	24.4	13.1	7.1	18.1	9.8	9
1955	8	24.3	13.6	17.8	17.3	11.1	14.6
1955	9	19.9	9.9	42.7	15.9	9.1	82.6
1955	1	13.5	5.3	87.7	10.7	4.8	103.7
1955	11	10.7	4.2	30.1	9.7	4.4	58.6
1955	12	9.5	2.3	46.7	5.9	0.3	123.5
1956	1	7	0.5	88.6	4.8	-0.8	138.2
1956	2	2.9	-3.6	2.3	5	-1	46.8
1956	3	11	2.7	15	6.6	2	41.3
1956	4	12.1	2.4	29.1	8.5	1.2	42.9
1956	5	19.1	7.1	4.2	13.2	6.1	36.2
1956	6	18.5	9.6	41.5	13	6.8	60.6
1956	7	20.9	12.8	130.5	14.8	9.2	91.9
1956	8	18.8	10.9	99.5	13.8	7.7	70
1956	9	19.2	11.7	50	13.8	9.1	48
1956	1	13.8	6	74.1	11.3	5.8	69.4
1956	11	9.3	2.5	10.1	8.8	3.7	93.1
1956	12	8.2	3.5	70.3	7.9	2.7	87
1957	1	8.7	2.7	39.5	7.6	1.9	78.1
1957	2	9	2.9	69.8	6	0.3	30.4
1957	3	13.9	5.7	25.4	9.2	4.2	88.3
1957	4	14.2	5.2	5.7	10.8	3.4	26.2
1957	5	16.2	6.5	21.3	10.9	4.6	33.7
1957	6	23.6	10.7	22.4	14.2	6.8	77.1
1957	7	22.5	13.8	87	14.2	9.9	102.2
1957	8	21.1	12.5	86.2	14.7	9.7	130.2
1957	9	17.6	10.1	51.7	12.7	7.3	82.6
1957	1	15.5	7.7	47	12.2	5.7	51.4
1957	11	9.4	4.3	59.5	8.8	3.9	54.6
1957	12	7.6	1	42.1	6.4	1.7	102.6
1958	1	6.8	0.9	64.3	5.2	-0.9	104.1
1958	2	8.9	1.9	58.7	5.1	-1.1	127.2
1958	3	8.1	1.1	26	4.7	-0.2	74.5
1958	4	12.3	3.8	29.5	9.6	2.6	37.6
1958	5	17.3	7.8	59.5	10.5	4.1	82.6
1958	6	19.4	10.7	104.3	13.3	8.2	23.1
1958	7	21.7	12.9	51.9	15.7	9.5	54.4
1958	8	20.8	13.1	75.2	15.1	10.2	81.1
1958	9	20	12.1	83.8	15.2	10.4	21.4
1958	1	14.9	8.3	50.7	12.7	6.9	88.4
1958	11	9.7	4.4	50.7	9.8	3.5	34.2
1958	12	8	2.7	85.1	6.3	1.5	87.2
1959	1	5.7	-1.1	54.8	3.6	-2.3	192.9
1959	2	7.4	1.2	2.4	7.8	1.4	8.5
1959	3	11.9	4.4	43.8	8.6	3.3	42.5
1959	4	14.2	6.3	52.9	10.2	4	49.2
1959	5	18.7	8	21.9	12.3	6.5	38.5
1959	6	22.1	11.1	16.2	15.1	8.2	37
1959	7	24.7	13.3	86.5	16.6	10.9	68.8
1959	8	24.2	13.7	27.6	17.1	10.7	50.3
1959	9	22.7	10.6	5.1	15.8	8.9	26.3
1959	1	17.8	8.5	46.9	13.1	8.3	101.8
1959	11	10.8	3.5	53.5	9.6	4.4	108.5
1959	12	9.3	3	75.7	7.3	3.1	79.7
1960	1	6.9	1.8	47.9	5.9	0.5	93.1
1960	2	7.9	1.6	48	5.1	-1	135.4
1960	3	10.2	4.5	33.9	6.8	2.8	27.2
1960	4	14.3	4.6	12.4	10.5	4.8	46.2
1960	5	18.4	9.3	45.6	13.2	6.8	15.1
1960	6	22.1	12.1	42.8	16	9.2	48.6
1960	7	20.1	12.4	67.2	15.8	10	73.5
1960	8	20.3	11.8	60.8	15	9.2	98.6
1960	9	18.5	10.5	75.3	14.3	8.2	62.4
1960	1	14.2	8.2	155.5	11	8	76.5
1960	11	11.2	4.5	89.5	8.8	4.2	64.1
1960	12	6.9	2.1	56.5	5.6	1	68.8
1961	1	6.9	1.2	64.4	5.5	0.9	61.8
1961	2	10.3	4.9	55.1	7.9	2.3	56.2
1961	3	13.9	2.9	5.7	10.5	3.6	51.3
1961	4	15	7.1	50.8	9.4	3.6	55.1
1961	5	16.8	7.4	17.2	11.5	5.5	32.4
1961	6	21.7	10.5	29.2	14.6	7.8	33.4
1961	7	22.1	12.1	26.2	14.7	9.4	62.5
1961	8	21.7	12.6	47.6	15.8	9.3	73.9
1961	9	20.9	12	64.7	15.1	9.1	65
1961	1	15.6	7.6	56.8	11.8	7.6	68.7
1961	11	9.9	3.5	52.5	7.5	1.6	48.8
1961	12	6.8	0.2	88.6	4.6	-1.1	73.3
1962	1	7.9	1.2	76.1	6.1	0.9	75.1
1962	2	7.6	1.4	12.6	6.8	1.2	64.5
1962	3	7.4	-0.6	35.8	4.8	-1.3	74.6
1962	4	12.7	4.7	41.8	8.6	2.1	62.5
1962	5	15	7.1	29.6	10.3	4.8	50.7
1962	6	20.4	9.4	6.1	14.7	7.7	54.6
1962	7	20.6	12.1	82.8	13.7	8.7	33.1
1962	8	20	11.6	52.9	14.2	7.9	119.5
1962	9	17.8	9.6	88.4	12.7	7.4	55.9
1962	1	15.7	7.1	37.6	12.1	7.2	37.1
1962	11	9.1	3.2	41.7	7.2	2.7	69.8
1962	12	5	-1.1	52.8	6	1	104.6
1963	1	0.8	-4.6	12.9	3.2	-2.3	38.2
1963	2	2.8	-2.2	6.6	4.1	-1.1	20.9
1963	3	10.7	3	68.2	7.7	2.9	59.2
1963	4	13.6	5.7	52.1	9.6	3.6	27.9
1963	5	16	6.9	33.7	11.5	4.7	52.5
1963	6	20.8	11.3	48.3	14	8.5	64.8
1963	7	21.1	11.9	28.1	14.9	8.7	38.2
1963	8	19.8	11.7	53.4	14.1	9.2	135.4
1963	9	18	10.1	49	14	8.2	70
1963	1	14.8	8.2	34.7	12	6.2	47.8
1963	11	11.8	6	118.8	7.9	3.2	125.8
1963	12	5.4	0	16.1	5.9	1.6	29.1
1964	1	5.8	0.4	17.8	7.5	2.5	28.7
1964	2	7.6	2	16.8	6.4	2.4	55
1964	3	7.6	2.6	95.1	6.7	2.3	32.5
1964	4	12.8	5.4	73.5	10.6	3.7	27.3
1964	5	19.6	9.8	46.1	12.2	6.7	41
1964	6	19.3	11.2	110.1	14.7	7.2	52.4
1964	7	22.8	13.5	20.2	15.9	8.7	40.2
1964	8	22.3	12.7	21.2	14.8	8.6	139.9
1964	9	21.1	10.6	11.1	13.5	7.6	117.6
1964	1	13.7	5.3	29.2	11.2	5.5	47.3
1964	11	11.2	5.3	29.6	9.1	3.5	63.5
1964	12	7.1	0.9	29.9	5.6	0.2	74.7
1965	1	6.6	1	43	5.1	-0.2	90.7
1965	2	5.9	0.9	8.3	6.4	1.7	44.6
1965	3	10.5	2.2	58	6.7	0.7	23.8
1965	4	13.4	4.8	44.8	9.8	2.7	69.9
1965	5	16.8	8.6	39.5	10.5	5.8	59.6
1965	6	19.7	11	54.6	14	8.5	40
1965	7	19.3	11.7	85.9	12.9	7.7	98.4
1965	8	20.8	11.9	55.9	15	8.8	56.1
1965	9	17.4	9.2	109.4	13.5	8.6	103.1
1965	1	16.2	7.5	18.8	12.1	7.6	55.7
1965	11	8.4	2.2	65.4	6.1	0.9	86.7
1965	12	8.4	1.7	87.3	4.5	-0.3	96.1
1966	1	5.3	1	32.6	5.1	1.3	45.5
1966	2	9.3	4.4	73.4	5.4	1.2	67.1
1966	3	10.9	2.6	12.2	8.3	2.2	80.7
1966	4	12.2	5.4	98.6	7.5	2	13.2
1966	5	17	7.5	50.5	11.9	5	68.1
1966	6	21.8	12.2	66.7	14.3	9.5	106.5
1966	7	20.1	12.2	78	15.6	8.5	86.5
1966	8	20.6	11.6	86.2	14.8	8.9	86.2
1966	9	19.6	10.8	36.7	14.6	8.9	76
1966	1	14.7	8.6	122.1	11.2	6.1	136
1966	11	8.8	2.9	41.7	6.8	2.1	102
1966	12	9.3	2.2	62.5	5.7	0.8	137.8
1967	1	7.3	2.1	36.4	5.9	2.3	101.3
1967	2	9.3	2.6	48.6	7.2	2.8	57.3
1967	3	11.6	3.7	35.7	8.3	1.8	87.6
1967	4	12.5	4.4	44.1	9.9	2.6	43.9
1967	5	15.6	7.8	102.1	10.5	5.1	60.8
1967	6	20.1	10.3	51	14.4	7.6	33.3
1967	7	23.5	13.8	73.5	16.6	9.7	33.9
1967	8	21.5	12.7	47.4	15.5	9.7	68
1967	9	18.5	11.1	59.5	14.3	9.7	90.6
1967	1	15	8.8	103.8	10.9	5.4	91.2
1967	11	9.7	2.6	42.3	8.6	2.5	80.7
1967	12	7.2	1.3	54	6.2	1.1	121.5
1968	1	7.2	1.3	65.1	5.5	0.1	77.5
1968	2	5.7	0.2	25.3	4.2	-1	52.1
1968	3	11.1	3.5	22.6	7.7	1.7	55.4
1968	4	13.7	4.4	44.2	8.7	3.1	65.4
1968	5	15.4	7	80.8	9.1	3.8	53.1
1968	6	20.6	11.5	54.9	14.1	7.8	67.9
1968	7	20.7	12.6	79.4	14.2	8.9	74.4
1968	8	20.2	12.6	68.2	15.1	9.1	56.7
1968	9	18.8	11.6	131.4	13.7	9	43.9
1968	1	16.5	10.7	64.2	12.2	7.6	105.3
1968	11	9.5	4.8	44.3	8.1	3.4	34
1968	12	5.4	1	74.9	6.3	2.1	55.6
1969	1	8.9	3.4	71.7	6.7	2.2	140
1969	2	4.9	-0.9	45	3.1	-2.4	50.1
1969	3	8	1.3	56	5.7	0	18.7
1969	4	13.6	3.9	20.3	9.1	2.5	56
1969	5	17.1	8.6	59.5	10.3	5	50.2
1969	6	20.6	10.2	26.6	15.2	8.2	35.1
1969	7	23.9	13.9	68.7	17.4	9.9	40.6
1969	8	21.8	13.6	93	16.2	11.1	59.4
